Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Tue, Oct 22, 2019",8:00p,Toronto Raptors,130,New Orleans Pelicans,122,Toronto Raptors,"20,787"
"Tue, Oct 22, 2019",10:30p,Los Angeles Clippers,112,Los Angeles Lakers,102,Los Angeles Clippers,"19,068"
"Wed, Oct 23, 2019",7:00p,Charlotte Hornets,126,Chicago Bulls,125,Charlotte Hornets,"15,424"
"Wed, Oct 23, 2019",7:00p,Indiana Pacers,110,Detroit Pistons,119,Detroit Pistons,"17,923"
"Wed, Oct 23, 2019",7:00p,Orlando Magic,94,Cleveland Cavaliers,85,Orlando Magic,"18,846"
"Wed, Oct 23, 2019",7:30p,Brooklyn Nets,126,Minnesota Timberwolves,127,Minnesota Timberwolves,"17,732"
"Wed, Oct 23, 2019",7:30p,Miami Heat,120,Memphis Grizzlies,101,Miami Heat,"19,600"
"Wed, Oct 23, 2019",7:30p,Philadelphia 76ers,107,Boston Celtics,93,Philadelphia 76ers,"20,422"
"Wed, Oct 23, 2019",8:30p,Dallas Mavericks,108,Washington Wizards,100,Dallas Mavericks,"19,816"
"Wed, Oct 23, 2019",8:30p,San Antonio Spurs,120,New York Knicks,111,San Antonio Spurs,"18,354"
"Wed, Oct 23, 2019",9:00p,Utah Jazz,100,Oklahoma City Thunder,95,Utah Jazz,"18,306"
"Wed, Oct 23, 2019",10:00p,Phoenix Suns,124,Sacramento Kings,95,Phoenix Suns,"18,055"
"Wed, Oct 23, 2019",10:00p,Portland Trail Blazers,100,Denver Nuggets,108,Denver Nuggets,"19,991"
"Thu, Oct 24, 2019",7:00p,Detroit Pistons,100,Atlanta Hawks,117,Atlanta Hawks,"20,338"
"Thu, Oct 24, 2019",8:00p,Houston Rockets,111,Milwaukee Bucks,117,Milwaukee Bucks,"18,055"
"Thu, Oct 24, 2019",10:30p,Golden State Warriors,122,Los Angeles Clippers,141,Los Angeles Clippers,"18,064"
"Fri, Oct 25, 2019",7:00p,Boston Celtics,112,Toronto Raptors,106,Boston Celtics,"18,624"
"Fri, Oct 25, 2019",7:00p,Charlotte Hornets,99,Minnesota Timberwolves,121,Minnesota Timberwolves,"14,879"
"Fri, Oct 25, 2019",7:30p,Brooklyn Nets,113,New York Knicks,109,Brooklyn Nets,"17,732"
"Fri, Oct 25, 2019",8:00p,Memphis Grizzlies,102,Chicago Bulls,110,Chicago Bulls,"17,794"
"Fri, Oct 25, 2019",8:00p,New Orleans Pelicans,116,Dallas Mavericks,123,Dallas Mavericks,"17,027"
"Fri, Oct 25, 2019",8:00p,Oklahoma City Thunder,85,Washington Wizards,97,Washington Wizards,"18,203"
"Fri, Oct 25, 2019",9:00p,Denver Nuggets,108,Phoenix Suns,107,Denver Nuggets,"19,557"
"Fri, Oct 25, 2019",10:00p,Sacramento Kings,112,Portland Trail Blazers,122,Portland Trail Blazers,"17,583"
"Fri, Oct 25, 2019",10:30p,Los Angeles Lakers,95,Utah Jazz,86,Los Angeles Lakers,"18,997"
"Sat, Oct 26, 2019",5:00p,Milwaukee Bucks,126,Miami Heat,131,Miami Heat,"17,467"
"Sat, Oct 26, 2019",7:00p,Detroit Pistons,111,Philadelphia 76ers,117,Philadelphia 76ers,"16,207"
"Sat, Oct 26, 2019",7:30p,Atlanta Hawks,103,Orlando Magic,99,Atlanta Hawks,"17,078"
"Sat, Oct 26, 2019",7:30p,New York Knicks,95,Boston Celtics,118,Boston Celtics,"19,812"
"Sat, Oct 26, 2019",8:00p,Chicago Bulls,84,Toronto Raptors,108,Toronto Raptors,"21,498"
"Sat, Oct 26, 2019",8:00p,Cleveland Cavaliers,110,Indiana Pacers,99,Cleveland Cavaliers,"19,432"
"Sat, Oct 26, 2019",8:00p,Houston Rockets,126,New Orleans Pelicans,123,Houston Rockets,"18,055"
"Sat, Oct 26, 2019",8:30p,San Antonio Spurs,124,Washington Wizards,122,San Antonio Spurs,"18,354"
"Sat, Oct 26, 2019",9:00p,Utah Jazz,113,Sacramento Kings,81,Utah Jazz,"18,306"
"Sat, Oct 26, 2019",10:00p,Phoenix Suns,130,Los Angeles Clippers,122,Phoenix Suns,"15,802"
"Sun, Oct 27, 2019",3:30p,Oklahoma City Thunder,120,Golden State Warriors,92,Oklahoma City Thunder,"18,203"
"Sun, Oct 27, 2019",6:00p,Memphis Grizzlies,134,Brooklyn Nets,133,Memphis Grizzlies,"15,517"
"Sun, Oct 27, 2019",7:00p,Dallas Mavericks,119,Portland Trail Blazers,121,Portland Trail Blazers,"19,707"
"Sun, Oct 27, 2019",7:00p,Minnesota Timberwolves,116,Miami Heat,109,Minnesota Timberwolves,"17,049"
"Sun, Oct 27, 2019",9:30p,Los Angeles Lakers,120,Charlotte Hornets,101,Los Angeles Lakers,"18,997"
"Mon, Oct 28, 2019",7:00p,New York Knicks,105,Chicago Bulls,98,New York Knicks,"19,812"
"Mon, Oct 28, 2019",7:00p,Detroit Pistons,96,Indiana Pacers,94,Detroit Pistons,"13,565"
"Mon, Oct 28, 2019",7:30p,Toronto Raptors,104,Orlando Magic,95,Toronto Raptors,"19,800"
"Mon, Oct 28, 2019",7:30p,Atlanta Hawks,103,Philadelphia 76ers,105,Philadelphia 76ers,"14,094"
"Mon, Oct 28, 2019",8:00p,Houston Rockets,116,Oklahoma City Thunder,112,Houston Rockets,"18,055"
"Mon, Oct 28, 2019",8:00p,Milwaukee Bucks,129,Cleveland Cavaliers,112,Milwaukee Bucks,"17,385"
"Mon, Oct 28, 2019",8:00p,New Orleans Pelicans,123,Golden State Warriors,134,Golden State Warriors,"17,307"
"Mon, Oct 28, 2019",8:30p,San Antonio Spurs,113,Portland Trail Blazers,110,San Antonio Spurs,"18,083"
"Mon, Oct 28, 2019",10:00p,Phoenix Suns,95,Utah Jazz,96,Utah Jazz,"14,805"
"Mon, Oct 28, 2019",10:00p,Sacramento Kings,94,Denver Nuggets,101,Denver Nuggets,"15,870"
"Mon, Oct 28, 2019",10:30p,Los Angeles Clippers,111,Charlotte Hornets,96,Los Angeles Clippers,"19,068"
"Tue, Oct 29, 2019",7:30p,Miami Heat,112,Atlanta Hawks,97,Miami Heat,"19,600"
"Tue, Oct 29, 2019",9:00p,Denver Nuggets,106,Dallas Mavericks,109,Dallas Mavericks,"16,605"
"Tue, Oct 29, 2019",10:30p,Los Angeles Lakers,120,Memphis Grizzlies,91,Los Angeles Lakers,"18,997"
"Wed, Oct 30, 2019",7:00p,Cleveland Cavaliers,117,Chicago Bulls,111,Cleveland Cavaliers,"17,595"
"Wed, Oct 30, 2019",7:00p,Orlando Magic,95,New York Knicks,83,Orlando Magic,"17,456"
"Wed, Oct 30, 2019",7:00p,Philadelphia 76ers,117,Minnesota Timberwolves,95,Philadelphia 76ers,"20,204"
"Wed, Oct 30, 2019",7:30p,Boston Celtics,116,Milwaukee Bucks,105,Boston Celtics,"18,624"
"Wed, Oct 30, 2019",7:30p,Brooklyn Nets,108,Indiana Pacers,118,Indiana Pacers,"17,083"
"Wed, Oct 30, 2019",7:30p,Toronto Raptors,125,Detroit Pistons,113,Toronto Raptors,"19,800"
"Wed, Oct 30, 2019",8:00p,Oklahoma City Thunder,99,Portland Trail Blazers,102,Portland Trail Blazers,"18,203"
"Wed, Oct 30, 2019",8:00p,Washington Wizards,158,Houston Rockets,159,Houston Rockets,"20,476"
"Wed, Oct 30, 2019",10:00p,Sacramento Kings,111,Charlotte Hornets,118,Charlotte Hornets,"15,416"
"Wed, Oct 30, 2019",10:00p,Utah Jazz,110,Los Angeles Clippers,96,Utah Jazz,"18,306"
"Wed, Oct 30, 2019",10:30p,Golden State Warriors,110,Phoenix Suns,121,Phoenix Suns,"18,064"
"Thu, Oct 31, 2019",7:00p,Atlanta Hawks,97,Miami Heat,106,Miami Heat,"16,539"
"Thu, Oct 31, 2019",9:30p,New Orleans Pelicans,122,Denver Nuggets,107,New Orleans Pelicans,"16,613"
"Thu, Oct 31, 2019",10:30p,Los Angeles Clippers,103,San Antonio Spurs,97,Los Angeles Clippers,"19,068"
"Fri, Nov 1, 2019",7:00p,Brooklyn Nets,123,Houston Rockets,116,Brooklyn Nets,"17,732"
"Fri, Nov 1, 2019",7:00p,Indiana Pacers,102,Cleveland Cavaliers,95,Indiana Pacers,"16,079"
"Fri, Nov 1, 2019",7:00p,Orlando Magic,91,Milwaukee Bucks,123,Milwaukee Bucks,"15,105"
"Fri, Nov 1, 2019",7:30p,Boston Celtics,104,New York Knicks,102,Boston Celtics,"18,624"
"Fri, Nov 1, 2019",8:00p,Chicago Bulls,112,Detroit Pistons,106,Chicago Bulls,"20,671"
"Fri, Nov 1, 2019",9:30p,Dallas Mavericks,110,Los Angeles Lakers,119,Los Angeles Lakers,"20,358"
"Fri, Nov 1, 2019",10:00p,Sacramento Kings,102,Utah Jazz,101,Sacramento Kings,"16,273"
"Fri, Nov 1, 2019",10:30p,Golden State Warriors,110,San Antonio Spurs,127,San Antonio Spurs,"18,064"
"Sat, Nov 2, 2019",5:00p,Oklahoma City Thunder,115,New Orleans Pelicans,104,Oklahoma City Thunder,"18,203"
"Sat, Nov 2, 2019",7:00p,Detroit Pistons,113,Brooklyn Nets,109,Detroit Pistons,"17,222"
"Sat, Nov 2, 2019",7:00p,Orlando Magic,87,Denver Nuggets,91,Denver Nuggets,"17,025"
"Sat, Nov 2, 2019",8:00p,Memphis Grizzlies,105,Phoenix Suns,114,Phoenix Suns,"14,144"
"Sat, Nov 2, 2019",8:00p,Milwaukee Bucks,115,Toronto Raptors,105,Milwaukee Bucks,"17,637"
"Sat, Nov 2, 2019",8:00p,Washington Wizards,109,Minnesota Timberwolves,131,Minnesota Timberwolves,"15,150"
"Sat, Nov 2, 2019",8:30p,Golden State Warriors,87,Charlotte Hornets,93,Charlotte Hornets,"18,064"
"Sat, Nov 2, 2019",10:00p,Portland Trail Blazers,128,Philadelphia 76ers,129,Philadelphia 76ers,"19,669"
"Sun, Nov 3, 2019",5:00p,Indiana Pacers,108,Chicago Bulls,95,Indiana Pacers,"17,073"
"Sun, Nov 3, 2019",6:00p,Miami Heat,129,Houston Rockets,100,Miami Heat,"19,724"
"Sun, Nov 3, 2019",6:00p,New York Knicks,92,Sacramento Kings,113,Sacramento Kings,"19,812"
"Sun, Nov 3, 2019",7:00p,San Antonio Spurs,96,Los Angeles Lakers,103,Los Angeles Lakers,"18,610"
"Sun, Nov 3, 2019",7:30p,Cleveland Cavaliers,111,Dallas Mavericks,131,Dallas Mavericks,"18,078"
"Sun, Nov 3, 2019",9:00p,Los Angeles Clippers,105,Utah Jazz,94,Los Angeles Clippers,"19,068"
"Mon, Nov 4, 2019",7:00p,Washington Wizards,115,Detroit Pistons,99,Washington Wizards,"13,052"
"Mon, Nov 4, 2019",7:30p,Brooklyn Nets,135,New Orleans Pelicans,125,Brooklyn Nets,"17,194"
"Mon, Nov 4, 2019",8:00p,Memphis Grizzlies,100,Houston Rockets,107,Houston Rockets,"14,197"
"Mon, Nov 4, 2019",8:00p,Minnesota Timberwolves,106,Milwaukee Bucks,134,Milwaukee Bucks,"16,271"
"Mon, Nov 4, 2019",9:00p,Phoenix Suns,114,Philadelphia 76ers,109,Phoenix Suns,"14,285"
"Mon, Nov 4, 2019",10:30p,Golden State Warriors,127,Portland Trail Blazers,118,Golden State Warriors,"18,064"
"Tue, Nov 5, 2019",7:00p,Charlotte Hornets,122,Indiana Pacers,120,Charlotte Hornets,"13,341"
"Tue, Nov 5, 2019",7:00p,Cleveland Cavaliers,113,Boston Celtics,119,Boston Celtics,"17,709"
"Tue, Nov 5, 2019",7:30p,Atlanta Hawks,108,San Antonio Spurs,100,Atlanta Hawks,"14,025"
"Tue, Nov 5, 2019",8:00p,Chicago Bulls,112,Los Angeles Lakers,118,Los Angeles Lakers,"21,193"
"Tue, Nov 5, 2019",8:00p,Oklahoma City Thunder,102,Orlando Magic,94,Oklahoma City Thunder,"18,203"
"Tue, Nov 5, 2019",9:00p,Denver Nuggets,109,Miami Heat,89,Denver Nuggets,"18,010"
"Wed, Nov 6, 2019",7:00p,Detroit Pistons,122,New York Knicks,102,Detroit Pistons,"15,463"
"Wed, Nov 6, 2019",7:00p,Indiana Pacers,121,Washington Wizards,106,Indiana Pacers,"16,171"
"Wed, Nov 6, 2019",7:30p,Atlanta Hawks,93,Chicago Bulls,113,Chicago Bulls,"15,049"
"Wed, Nov 6, 2019",7:30p,Houston Rockets,129,Golden State Warriors,112,Houston Rockets,"18,055"
"Wed, Nov 6, 2019",7:30p,Toronto Raptors,124,Sacramento Kings,120,Toronto Raptors,"19,800"
"Wed, Nov 6, 2019",8:00p,Memphis Grizzlies,137,Minnesota Timberwolves,121,Memphis Grizzlies,"13,503"
"Wed, Nov 6, 2019",8:30p,Dallas Mavericks,107,Orlando Magic,106,Dallas Mavericks,"19,487"
"Wed, Nov 6, 2019",9:00p,Utah Jazz,106,Philadelphia 76ers,104,Utah Jazz,"18,306"
"Wed, Nov 6, 2019",10:00p,Los Angeles Clippers,124,Milwaukee Bucks,129,Milwaukee Bucks,"19,068"
"Thu, Nov 7, 2019",8:00p,Charlotte Hornets,87,Boston Celtics,108,Boston Celtics,"18,487"
"Thu, Nov 7, 2019",8:30p,San Antonio Spurs,121,Oklahoma City Thunder,112,San Antonio Spurs,"18,354"
"Thu, Nov 7, 2019",9:00p,Phoenix Suns,108,Miami Heat,124,Miami Heat,"15,498"
"Thu, Nov 7, 2019",10:30p,Los Angeles Clippers,107,Portland Trail Blazers,101,Los Angeles Clippers,"19,068"
"Fri, Nov 8, 2019",7:00p,Indiana Pacers,112,Detroit Pistons,106,Indiana Pacers,"15,544"
"Fri, Nov 8, 2019",7:00p,Orlando Magic,118,Memphis Grizzlies,86,Orlando Magic,"17,021"
"Fri, Nov 8, 2019",7:00p,Washington Wizards,100,Cleveland Cavaliers,113,Cleveland Cavaliers,"16,946"
"Fri, Nov 8, 2019",7:30p,Atlanta Hawks,109,Sacramento Kings,121,Sacramento Kings,"16,447"
"Fri, Nov 8, 2019",8:00p,Minnesota Timberwolves,125,Golden State Warriors,119,Minnesota Timberwolves,"15,647"
"Fri, Nov 8, 2019",8:00p,New Orleans Pelicans,104,Toronto Raptors,122,Toronto Raptors,"16,337"
"Fri, Nov 8, 2019",8:30p,Dallas Mavericks,102,New York Knicks,106,New York Knicks,"20,257"
"Fri, Nov 8, 2019",9:00p,Denver Nuggets,100,Philadelphia 76ers,97,Denver Nuggets,"19,520"
"Fri, Nov 8, 2019",9:00p,Utah Jazz,103,Milwaukee Bucks,100,Utah Jazz,"18,306"
"Fri, Nov 8, 2019",10:00p,Portland Trail Blazers,115,Brooklyn Nets,119,Brooklyn Nets,"20,089"
"Fri, Nov 8, 2019",10:30p,Los Angeles Lakers,95,Miami Heat,80,Los Angeles Lakers,"18,997"
"Sat, Nov 9, 2019",5:00p,San Antonio Spurs,115,Boston Celtics,135,Boston Celtics,"18,354"
"Sat, Nov 9, 2019",7:00p,Charlotte Hornets,110,New Orleans Pelicans,115,New Orleans Pelicans,"18,513"
"Sat, Nov 9, 2019",8:00p,Chicago Bulls,94,Houston Rockets,117,Houston Rockets,"20,482"
"Sat, Nov 9, 2019",8:00p,Memphis Grizzlies,122,Dallas Mavericks,138,Dallas Mavericks,"15,753"
"Sat, Nov 9, 2019",8:00p,Oklahoma City Thunder,114,Golden State Warriors,108,Oklahoma City Thunder,"18,203"
"Sun, Nov 10, 2019",3:30p,Minnesota Timberwolves,98,Denver Nuggets,100,Denver Nuggets,"13,553"
"Sun, Nov 10, 2019",6:00p,Orlando Magic,102,Indiana Pacers,109,Indiana Pacers,"17,118"
"Sun, Nov 10, 2019",6:00p,Philadelphia 76ers,114,Charlotte Hornets,106,Philadelphia 76ers,"20,311"
"Sun, Nov 10, 2019",7:00p,Oklahoma City Thunder,119,Milwaukee Bucks,121,Milwaukee Bucks,"18,203"
"Sun, Nov 10, 2019",7:30p,New York Knicks,87,Cleveland Cavaliers,108,Cleveland Cavaliers,"19,812"
"Sun, Nov 10, 2019",8:00p,Phoenix Suns,138,Brooklyn Nets,112,Phoenix Suns,"17,290"
"Sun, Nov 10, 2019",9:00p,Portland Trail Blazers,124,Atlanta Hawks,113,Portland Trail Blazers,"20,041"
"Sun, Nov 10, 2019",9:30p,Los Angeles Lakers,104,Toronto Raptors,113,Toronto Raptors,"18,997"
"Mon, Nov 11, 2019",7:00p,Detroit Pistons,114,Minnesota Timberwolves,120,Minnesota Timberwolves,"12,526"
"Mon, Nov 11, 2019",7:30p,Boston Celtics,116,Dallas Mavericks,106,Boston Celtics,"18,624"
"Mon, Nov 11, 2019",7:30p,San Antonio Spurs,109,Memphis Grizzlies,113,Memphis Grizzlies,"18,627"
"Mon, Nov 11, 2019",8:00p,New Orleans Pelicans,116,Houston Rockets,122,Houston Rockets,"16,695"
"Mon, Nov 11, 2019",10:30p,Golden State Warriors,108,Utah Jazz,122,Utah Jazz,"18,064"
"Mon, Nov 11, 2019",10:30p,Los Angeles Clippers,98,Toronto Raptors,88,Los Angeles Clippers,"19,068"
"Tue, Nov 12, 2019",7:00p,Indiana Pacers,111,Oklahoma City Thunder,85,Indiana Pacers,"15,838"
"Tue, Nov 12, 2019",7:00p,Philadelphia 76ers,98,Cleveland Cavaliers,97,Philadelphia 76ers,"20,294"
"Tue, Nov 12, 2019",7:30p,Miami Heat,117,Detroit Pistons,108,Miami Heat,"19,600"
"Tue, Nov 12, 2019",8:00p,Chicago Bulls,120,New York Knicks,102,Chicago Bulls,"18,668"
"Tue, Nov 12, 2019",9:00p,Denver Nuggets,121,Atlanta Hawks,125,Atlanta Hawks,"18,327"
"Tue, Nov 12, 2019",9:00p,Phoenix Suns,115,Los Angeles Lakers,123,Los Angeles Lakers,"18,055"
"Tue, Nov 12, 2019",9:00p,Utah Jazz,119,Brooklyn Nets,114,Utah Jazz,"18,306"
"Tue, Nov 12, 2019",10:00p,Sacramento Kings,107,Portland Trail Blazers,99,Sacramento Kings,"16,358"
"Wed, Nov 13, 2019",7:00p,Charlotte Hornets,117,Memphis Grizzlies,119,Memphis Grizzlies,"13,155"
"Wed, Nov 13, 2019",7:00p,Orlando Magic,112,Philadelphia 76ers,97,Orlando Magic,"15,113"
"Wed, Nov 13, 2019",7:30p,Boston Celtics,140,Washington Wizards,133,Boston Celtics,"19,156"
"Wed, Nov 13, 2019",7:30p,Houston Rockets,102,Los Angeles Clippers,93,Houston Rockets,"18,055"
"Wed, Nov 13, 2019",8:00p,Minnesota Timberwolves,129,San Antonio Spurs,114,Minnesota Timberwolves,"11,581"
"Wed, Nov 13, 2019",10:00p,Los Angeles Lakers,120,Golden State Warriors,94,Los Angeles Lakers,"18,997"
"Wed, Nov 13, 2019",10:00p,Portland Trail Blazers,106,Toronto Raptors,114,Toronto Raptors,"19,544"
"Thu, Nov 14, 2019",6:00p,Cleveland Cavaliers,97,Miami Heat,108,Miami Heat,"17,374"
"Thu, Nov 14, 2019",8:00p,Milwaukee Bucks,124,Chicago Bulls,115,Milwaukee Bucks,"17,627"
"Thu, Nov 14, 2019",8:00p,New Orleans Pelicans,132,Los Angeles Clippers,127,New Orleans Pelicans,"17,147"
"Thu, Nov 14, 2019",8:00p,New York Knicks,106,Dallas Mavericks,103,New York Knicks,"19,812"
"Thu, Nov 14, 2019",9:00p,Phoenix Suns,128,Atlanta Hawks,112,Phoenix Suns,"15,143"
"Thu, Nov 14, 2019",10:30p,Denver Nuggets,101,Brooklyn Nets,93,Denver Nuggets,"18,394"
"Fri, Nov 15, 2019",7:00p,Charlotte Hornets,109,Detroit Pistons,106,Charlotte Hornets,"16,778"
"Fri, Nov 15, 2019",7:00p,Orlando Magic,111,San Antonio Spurs,109,Orlando Magic,"16,296"
"Fri, Nov 15, 2019",8:00p,Houston Rockets,111,Indiana Pacers,102,Houston Rockets,"18,055"
"Fri, Nov 15, 2019",8:00p,Memphis Grizzlies,107,Utah Jazz,106,Memphis Grizzlies,"16,422"
"Fri, Nov 15, 2019",8:00p,Minnesota Timberwolves,116,Washington Wizards,137,Washington Wizards,"12,716"
"Fri, Nov 15, 2019",8:00p,Oklahoma City Thunder,127,Philadelphia 76ers,119,Oklahoma City Thunder,"18,203"
"Fri, Nov 15, 2019",10:30p,Golden State Warriors,100,Boston Celtics,105,Boston Celtics,"18,064"
"Fri, Nov 15, 2019",10:30p,Los Angeles Lakers,99,Sacramento Kings,97,Los Angeles Lakers,"18,997"
"Sat, Nov 16, 2019",6:00p,Chicago Bulls,111,Brooklyn Nets,117,Brooklyn Nets,"19,148"
"Sat, Nov 16, 2019",7:00p,Indiana Pacers,83,Milwaukee Bucks,102,Milwaukee Bucks,"17,024"
"Sat, Nov 16, 2019",7:30p,New York Knicks,102,Charlotte Hornets,103,Charlotte Hornets,"19,401"
"Sat, Nov 16, 2019",8:00p,Miami Heat,109,New Orleans Pelicans,94,Miami Heat,"19,600"
"Sat, Nov 16, 2019",8:00p,Minnesota Timberwolves,105,Houston Rockets,125,Houston Rockets,"18,978"
"Sat, Nov 16, 2019",8:30p,Dallas Mavericks,110,Toronto Raptors,102,Dallas Mavericks,"19,926"
"Sat, Nov 16, 2019",8:30p,San Antonio Spurs,116,Portland Trail Blazers,121,Portland Trail Blazers,"18,534"
"Sat, Nov 16, 2019",10:30p,Los Angeles Clippers,150,Atlanta Hawks,101,Los Angeles Clippers,"19,068"
"Sun, Nov 17, 2019",3:00p,Cleveland Cavaliers,95,Philadelphia 76ers,114,Philadelphia 76ers,"19,432"
"Sun, Nov 17, 2019",3:30p,Sacramento Kings,100,Boston Celtics,99,Sacramento Kings,"16,633"
"Sun, Nov 17, 2019",6:00p,Memphis Grizzlies,114,Denver Nuggets,131,Denver Nuggets,"14,227"
"Sun, Nov 17, 2019",6:00p,Orlando Magic,125,Washington Wizards,121,Orlando Magic,"16,344"
"Sun, Nov 17, 2019",7:00p,New Orleans Pelicans,108,Golden State Warriors,100,New Orleans Pelicans,"16,812"
"Sun, Nov 17, 2019",9:30p,Los Angeles Lakers,122,Atlanta Hawks,101,Los Angeles Lakers,"18,997"
"Mon, Nov 18, 2019",7:00p,New York Knicks,123,Cleveland Cavaliers,105,New York Knicks,"17,097"
"Mon, Nov 18, 2019",7:30p,Brooklyn Nets,86,Indiana Pacers,115,Indiana Pacers,"14,140"
"Mon, Nov 18, 2019",7:30p,Toronto Raptors,132,Charlotte Hornets,96,Toronto Raptors,"19,800"
"Mon, Nov 18, 2019",8:00p,Chicago Bulls,101,Milwaukee Bucks,115,Milwaukee Bucks,"17,565"
"Mon, Nov 18, 2019",8:00p,Houston Rockets,132,Portland Trail Blazers,108,Houston Rockets,"18,055"
